Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-12-04,15:40:00,71.88,71.91,71.87,71.91,9100,0
2017-12-04,15:45:00,71.93,71.97,71.93,71.95,21151,0
2017-12-04,15:50:00,71.95,71.95,71.895,71.915,74905,0
2017-12-04,15:55:00,71.92,71.93,71.89,71.91,140764,0
2017-12-04,16:00:00,71.9,71.91,71.85,71.86,81385,0
2017-12-04,16:05:00,71.86,71.878,71.85,71.87,25737,0
2017-12-04,16:10:00,71.86,71.8672,71.79,71.815,14508,0
2017-12-04,16:15:00,71.83,71.84,71.79,71.8111,15400,0
2017-12-04,16:20:00,71.81,71.82,71.76,71.785,23192,0
2017-12-04,16:25:00,71.77,71.84,71.76,71.835,14524,0
2017-12-04,16:30:00,71.835,71.835,71.81,71.815,29931,0
2017-12-04,16:35:00,71.82,71.82,71.77,71.78,14686,0
2017-12-04,16:40:00,71.77,71.815,71.77,71.81,6621,0
2017-12-04,16:45:00,71.81,71.81,71.715,71.72,14499,0
2017-12-04,16:50:00,71.7,71.73,71.68,71.7,8253,0
2017-12-04,16:55:00,71.71,71.71,71.6,71.61,20678,0
2017-12-04,17:00:00,71.62,71.65,71.57,71.64,12753,0
2017-12-04,17:05:00,71.64,71.65,71.61,71.63,12329,0
2017-12-04,17:10:00,71.63,71.65,71.62,71.62,9109,0
2017-12-04,17:15:00,71.62,71.65,71.58,71.62,21847,0
2017-12-04,17:20:00,71.61,71.69,71.61,71.69,7649,0
2017-12-04,17:25:00,71.7,71.74,71.7,71.73,13218,0
2017-12-04,17:30:00,71.73,71.735,71.69,71.705,11932,0
2017-12-04,17:35:00,71.71,71.72,71.68,71.68,15679,0
2017-12-04,17:40:00,71.69,71.76,71.69,71.75,30495,0
2017-12-04,17:45:00,71.75,71.7501,71.73,71.73,4138,0
2017-12-04,17:50:00,71.72,71.72,71.69,71.72,4775,0
2017-12-04,17:55:00,71.72,71.74,71.71,71.71,4706,0
2017-12-04,18:00:00,71.7,71.73,71.7,71.72,2300,0
2017-12-04,18:05:00,71.72,71.75,71.72,71.73,3251,0
2017-12-04,18:10:00,71.73,71.75,71.73,71.74,4255,0
2017-12-04,18:15:00,71.74,71.7764,71.725,71.7764,12090,0
2017-12-04,18:20:00,71.77,71.77,71.75,71.75,11593,0
2017-12-04,18:25:00,71.75,71.76,71.7,71.715,157834,0
2017-12-04,18:30:00,71.71,71.72,71.6799,71.69,31054,0
2017-12-04,18:35:00,71.7,71.7,71.655,71.68,7030,0
2017-12-04,18:40:00,71.69,71.69,71.65,71.67,2467,0
2017-12-04,18:45:00,71.68,71.7,71.68,71.6939,19454,0
2017-12-04,18:50:00,71.695,71.73,71.69,71.72,15662,0
2017-12-04,18:55:00,71.73,71.74,71.73,71.73,58771,0
